Name,Area: CAB17BM01.raw (F9),Area: CAB17BM02.raw (F10),Area: CAB17BM03.raw (F11),Area: CAB17BM04.raw (F12),Area: CAB18B01.raw (F17),Area: CAB18B02.raw (F18),Area: CAB18B03.raw (F19),Area: CAB18B04.raw (F20),Area: CAB18CAL01.raw (F21),Area: CAB18CAL02.raw (F22),Area: CAB18CAL03.raw (F23),Area: CAB18CAL04.raw (F24),Area: CAB19CALA01.raw (F33),Area: CAB19CALA02.raw (F34),Area: CAB19CALA03.raw (F35),Area: CAB19CALA04.raw (F36),Area: CAB19CALB01.raw (F37),Area: CAB19CALB02.raw (F38),Area: CAB19CALB03.raw (F39),Area: CAB19CALB04.raw (F40),Area: CAB20CAL01.raw (F65),Area: CAB20CAL02.raw (F66),Area: CAB20CAL03.raw (F67),Area: CAB20CAL04.raw (F68),Area: CCALP.raw (F91),Area: CAB19FRAA01.raw (F41),Area: CAB19FRAA02.raw (F42),Area: CAB19FRAA03.raw (F43),Area: CAB19FRAA04.raw (F44),Area: CAB19FRAB01.raw (F45),Area: CAB19FRAB02.raw (F46),Area: CAB19FRAB03.raw (F47),Area: CAB19FRAB04.raw (F48),Area: CAB20FRAA01.raw (F69),Area: CAB20FRAA02.raw (F70),Area: CAB20FRAA03.raw (F71),Area: CAB20FRAA04.raw (F72),Area: CAB20FRAB01.raw (F73),Area: CAB20FRAB02.raw (F74),Area: CAB20FRAB03.raw (F75),Area: CAB20FRAB04.raw (F76),Area: CFP.raw (F92),Area: CAB17HP01.raw (F13),Area: CAB17HP02.raw (F14),Area: CAB17HP03.raw (F15),Area: CAB17HP04.raw (F16),Area: CAB18HP01.raw (F29),Area: CAB18HP02.raw (F30),Area: CAB18HP03.raw (F31),Area: CAB18HP04.raw (F32),Area: CAB19HPA01.raw (F53),Area: CAB19HPA02.raw (F54),Area: CAB19HPA03.raw (F55),Area: CAB19HPA04.raw (F56),Area: CAB19HPB01.raw (F57),Area: CAB19HPB02.raw (F58),Area: CAB19HPB03.raw (F59),Area: CAB19HPB04.raw (F60),Area: CAB20HP01.raw (F81),Area: CAB20HP02.raw (F82),Area: CAB20HP03.raw (F83),Area: CAB20HP04.raw (F84),Area: CAB21HP01.raw (F85),Area: CAB21HP02.raw (F86),Area: CAB21HP03.raw (F87),Area: CAB21HP04.raw (F88),Area: CAB15HPN01.raw (F1),Area: CAB15HPN02.raw (F2),Area: CAB15HPN03.raw (F3),Area: CAB15HPN04.raw (F4),Area: CAB16HPN01.raw (F5),Area: CAB16HPN02.raw (F6),Area: CAB16HPN03.raw (F7),Area: CAB16HPN04.raw (F8),Area: CAB19HPN01.raw (F61),Area: CAB19HPN02.raw (F62),Area: CAB19HPN03.raw (F63),Area: CAB19HPN04.raw (F64),Area: CAB19HC01.raw (F49),Area: CAB19HC02.raw (F50),Area: CAB19HC03.raw (F51),Area: CAB19HC04.raw (F52),Area: CAB18HCH01.raw (F25),Area: CAB18HCH02.raw (F26),Area: CAB18HCH03.raw (F27),Area: CAB18HCH04.raw (F28),Area: CAB20HCH01.raw (F77),Area: CAB20HCH02.raw (F78),Area: CAB20HCH03.raw (F79),Area: CAB20HCH04.raw (F80),Area: QCC1.raw (F105),Area: QCC2.raw (F106),Area: QCC4.raw (F108),Area: QCC5.raw (F109),Area: QCC6.raw (F110),Area: QCC7.raw (F111)
2-Isopropylmaleate,52213971.75,58597494.82,54314354.46,54858879.13,37768804.85,38248768.29,37863973.62,38281031.56,58413869.08,60066642.08,58663139.26,63214808.98,39348536.83,38095041.53,42595470.58,38719208.79,56526895.5,51374743.09,53647213.7,54525788.67,47907236.82,46482636.08,48308313.19,42706260.41,51678515.88,23383364.07,21464213.52,23502512.35,22561367.71,28093072.22,26553113.95,27210877.9,26001567.55,28376784.07,27929954.21,28608237.58,29151751.62,22203800.1,21513968.03,21756685.59,20682475.95,24202657.51,50324780.11,49057904.43,50776268.52,45638709.78,67534870.84,68120985.72,64107872.89,69744481.15,46343944.43,45233807.73,49076473.85,43856210.45,53857809.47,56543337.22,55340441.33,59927166.0,36149961.23,35719618.83,35402073.48,36595696.6,32479516.74,29457198.05,30038701.53,32059777.76,72406196.21,70294241.66,71356789.07,67764264.55,55192280.4,58130622.72,56042354.87,54494534.09,44357497.15,45534737.38,43220540.2,44453479.74,31960557.35,33024202.13,31975562.66,30517126.21,66424233.63,62497089.67,65268155.35,61434204.45,43301624.76,42692096.05,42706808.79,41566396.37,56100695.64,41863570.17,44466269.97,45001391.24,48728112.56,50255175.39
"Herbacetin 8- (2"",3"",4""-triacetylxyloside)",9421520.721,9800161.897,9779666.132,9849056.399,25530750.15,28205772.21,26326246.07,27347623.47,53965906.36,57535871.02,53340920.04,58278223.54,63138985.24,60712456.99,67156899.83,60738033.96,63156524.72,59868279.88,64470258.7,62949200.28,43725927.25,42944420.18,42951832.95,41517755.36,55814622.57,29574515.84,30488550.1,30315920.76,29189733.62,31535110.16,29956265.17,32490367.98,29683297.08,33254863.23,32681061.36,33301013.77,32854245.8,49116111.72,50345514.38,50247292.08,49747740.31,35741783.82,15477828.67,14794453.59,16150608.04,15157235.23,35443878.79,33165675.76,33715162.24,34886307.52,15836360.4,15408517.79,15601553.31,15035073.37,38129386.32,39437022.5,38584265.47,37213466.41,28092348.24,28681646.61,28542486.83,29225644.38,24601546.36,24909739.45,23403501.4,24625632.62,24987101.45,24663380.52,25145320.7,24269237.62,46401954.0,50630773.15,47953351.79,49386570.85,36997598.23,38573834.8,38504657.3,38360685.03,33952118.33,34342393.03,35922776.98,34906585.56,52951285.3,52346578.54,53870040.05,53990596.83,43296189.61,40808486.12,44186831.41,41265888.63,32989632.8,33060779.05,37334673.28,39398829.21,34884601.13,35487989.94
Syringate,5007388.136,4089487.596,4736065.353,3750445.81,58121619.5,59970106.18,58126775.1,59220531.01,36194164.73,35722074.96,34899234.67,36194042.99,19913288.25,21703526.01,19282942.17,19774484.31,20370862.94,21122686.29,21413337.68,20593991.62,21569279.83,22283409.76,20366529.51,21651023.77,25545282.38,31204215.84,31068289.84,30998191.19,30552494.82,27334751.87,27445407.2,27277149.99,26641180.88,24942182.3,25984284.92,24602259.66,26219692.42,23653750.9,23217279.74,23145356.3,23854172.3,25830356.17,36433002.85,39646954.34,38924827.98,38239062.41,55919773.07,55512595.7,52423900.13,53315849.71,13214848.14,15132786.65,13420581.4,14291949.44,38354357.49,37056699.03,37692973.62,39444388.19,51236543.49,51555764.97,48450305.99,50040666.91,52124137.13,50305668.86,50644526.51,49901722.49,5415109.842,6409732.915,5371826.831,5892339.419,62736109.86,64388098.39,64836436.9,65477570.39,42578063.92,42201174.62,43740318.47,39848354.1,26453103.44,29275095.45,27720077.06,28510043.79,10081668.04,11553462.31,10577159.23,11722529.36,15658944.67,17538402.12,16312458.61,16991173.64,29112024.41,28406891.18,31948813.19,33638317.99,32169257.47,32114481.92
Mesaconate,54594660.48,53157155.84,53938911.95,48658513.76,28405740.2,26986396.85,27101245.36,26841737.02,37032201.74,36352824.19,36509092.92,36271445.4,39344610.56,37816028.65,35407971.49,36736104.21,45881433.53,43185565.66,45622204.93,44642015.11,42991207.15,39634302.12,41338851.82,40732090.82,36999902.66,26472166.42,26513332.57,25219863.5,24912654.79,24583301.49,25618454.86,24170483.45,24520233.46,23525106.84,25576556.57,25293310.03,26174970.28,32958260.13,30772963.36,31130138.78,32000705.62,27324845.93,18304619.81,21086824.62,22981651.08,21450351.76,33587073.41,34621953.17,36969493.08,32297143.25,55253753.68,55062069.36,56106694.27,52720814.3,34994736.68,29059863.45,35416757.21,53331280.74,35559331.05,35443090.91,32949959.77,32949912.22,31648093.64,32256982.86,31604526.54,33820942.21,26598396.01,25154871.69,26261119.18,25165093.1,40952990.46,41852952.36,37401771.57,39117612.74,45204107.43,49660351.06,43506362.77,43577992.81,32929825.19,31369861.89,26082853.13,31275614.78,53436289.91,54589025.98,56802779.55,59290062.72,36907816.68,39589637.81,36774098.98,37009308.2,44078132.46,35909453.12,40768654.04,36488764.89,50039330.12,37579844.38
Mesaconate,40058829.24,41358950.27,41741577.13,39694621.3,31785553.24,32605913.35,31859307.55,31985671.33,45166683.13,44833525.02,45075865.67,45363560.27,35493849.56,35666978.5,35355226.61,33403259.35,41661321.16,43705885.11,43524894.34,42706731.84,40810306.67,42520011.63,40984026.2,41196063.31,41934427.56,22237728.44,21519674.46,22358070.12,20936536.0,23476273.38,24832988.13,24313927.68,24923219.18,27622484.24,27403196.77,25999975.34,27130285.57,23864769.65,23434655.5,23390590.6,24472683.35,23705968.08,35315041.03,32709610.23,34637316.37,33865818.64,53298223.8,53528489.08,55397938.85,55889132.3,40308603.39,42111703.41,41902296.16,42471867.23,45870944.09,48472706.42,45773762.85,48310462.33,33039534.93,31406711.09,32040973.64,32422163.71,32280491.95,31240022.7,29276634.62,29559528.4,43166802.27,44112200.89,43070734.93,44135548.75,43527118.2,42893955.97,41498256.59,42758208.43,38982215.73,39294786.21,40968836.12,37637842.06,22196646.08,22171696.33,22076250.6,20810726.4,56331319.92,56808430.54,56632073.97,55060720.98,39938229.79,39069758.29,39198949.68,36692930.1,39657456.84,35437768.2,39740233.66,41619117.43,40773725.16,41270844.97
Pro-Pro,34133150.98,31694601.0,33252906.12,30637709.49,23297081.97,24124759.82,24001164.46,22704876.34,51913744.14,52916122.28,53730509.83,52997500.94,32771659.62,32429418.21,31942351.76,33902404.7,30409328.98,31957355.46,32376213.01,31749626.16,37909864.84,39132081.46,37318660.63,38384525.19,39237696.56,33490669.44,36529115.97,35062787.93,35962118.85,48245116.92,46882664.81,48953862.14,47419238.55,38240187.77,39028394.03,37442962.38,38318149.51,37382249.61,38603427.2,34521477.05,35146848.81,38964840.83,43141008.49,47231723.46,46598931.31,48262420.47,47977309.86,48623792.72,47860048.1,47246565.04,25185207.67,25879633.68,24342491.39,24435102.78,41129756.75,38993035.11,40801404.15,25412418.42,30180707.68,30214227.06,31114115.03,30951084.78,38553309.9,37418972.05,36329792.53,36743912.42,41811097.34,46265809.89,43234406.34,42234143.1,16725939.59,16140848.61,16656071.79,16765948.19,20065709.42,18382752.82,18323672.41,17821681.66,36941758.91,39053169.11,34814936.56,38301018.53,49172652.57,56572687.46,52783332.51,54422741.69,37252073.43,43482990.58,36002762.1,37892714.14,39065484.31,33753952.59,37692765.28,39309246.67,36448887.73,35725071.33
Taxifolin 3-acetate,27504976.97,29523944.7,28886487.88,28253970.97,31496681.59,33814578.04,32391580.32,33403255.91,30742003.17,31067830.29,30099543.27,31185633.46,44833561.69,44745354.36,47243927.18,45179737.0,50734142.35,50128099.97,53909026.49,52390379.14,39641249.34,40210497.56,40153709.37,38240794.43,42604866.07,17237039.11,17112678.3,17449640.19,17041511.68,21299963.52,21136848.68,21039713.29,20941856.0,17402589.76,17358774.76,17568261.52,17808184.63,22929289.75,22595016.1,23029925.04,22890199.0,19521682.81,43937119.25,43106477.0,45881217.19,44699929.11,34060035.4,32381057.75,32080558.65,32384080.84,22398052.55,22427590.18,22204064.32,22006799.12,51892399.25,52957001.12,51179556.13,44315518.23,43052165.1,46016737.67,47492547.67,47896256.18,29397498.24,29375629.93,28589380.6,29867111.29,42666719.46,44063784.71,43842702.41,43788893.22,31665818.28,31454010.4,30898451.47,31151966.57,42549028.88,44360566.8,44175614.48,42628645.65,43675899.22,45371340.86,47221220.85,48290490.85,51929519.88,50011742.17,51051001.56,50887750.29,37023693.92,37592306.62,38728840.6,37561985.59,35029125.7,35602492.34,39495551.44,40111293.92,38715050.48,40919473.62
"Isoliquiritigenin 4,4'-diglucoside",30736828.9,30010974.98,32591189.09,30592676.49,26140063.39,24086733.75,25438357.35,23689861.89,30137874.01,28107098.16,30800929.32,26755288.04,27903906.02,30285211.85,27884687.52,29336998.05,25270408.86,29806718.14,27703196.89,26843534.21,18865943.47,21254401.72,19115757.58,20399480.51,28601380.81,33738810.49,36405442.85,31623993.33,37300147.54,26621282.29,32137748.91,27116565.34,30986391.08,26265780.61,32444896.53,26548168.48,32094335.51,44462025.35,53635556.62,46716531.06,52084275.38,36826295.28,11769186.54,12342762.12,11555132.16,12496842.44,9186358.552,10033748.07,10200376.29,9554576.443,22871895.97,25283272.11,23213993.7,24592309.58,22563890.88,21789528.11,22780289.67,18290049.07,24891972.19,26138161.71,26444102.73,25870913.75,38017086.48,37845578.9,41002492.1,40429022.4,30441191.12,32001761.96,30215193.92,32829659.91,25046892.08,23441197.48,25533966.11,23377013.59,21884759.07,20094291.42,21732565.58,19875427.95,46421081.79,53663221.38,47955442.53,53092009.03,36040036.03,37293156.05,36781526.7,37523644.81,26468214.73,27634680.08,27726398.13,27616405.45,29884670.19,30640454.24,33522481.59,34217641.21,39451632.14,37327485.58
3-Deoxy-D-manno-octulosonate 8-phosphate,18017728.5,19622884.22,18264443.51,19871363.25,17981702.27,18893042.11,19606699.31,19651112.61,25492716.11,26534307.5,24280646.32,26057691.68,23177248.18,21957101.94,23306202.65,20516125.98,14852108.93,14344231.4,14974087.19,14873484.02,17041034.72,16568353.11,16962647.15,15093862.91,20377332.42,32915090.16,32861118.28,33884251.42,32719696.78,20359173.05,19518938.7,20515091.52,20326944.29,38846353.07,38975576.96,41190114.48,39916984.25,51814701.14,50643354.65,52858093.57,48993553.74,35222783.32,18365908.46,18357023.02,18746750.07,17934579.78,24495664.76,23716533.88,23798864.27,23930923.33,10818828.01,11735268.63,11147584.66,12614377.27,15260210.73,15749155.64,15316425.65,20057480.84,27316275.89,28247669.31,27993604.55,28904001.03,23268424.56,23173184.47,23258208.3,21672652.97,25970821.98,25257292.7,24952404.49,25727600.36,32367488.07,33908211.42,33469473.12,33857723.11,22089155.17,23646608.73,21582591.98,24373199.75,45653571.02,44994403.92,48501303.34,48018286.17,27550394.83,25786258.32,26754951.64,27241941.88,29137614.42,30047438.07,32001891.67,29679297.94,23921276.74,24261007.89,27695658.71,28245224.45,36013855.62,37085980.09
3-Hydroxybenzoate,16793356.77,19375607.03,17644165.77,18985089.02,33802233.08,35741235.78,32818042.22,36606682.64,15176550.34,14441216.33,15211450.06,15220830.53,15599273.29,13539177.19,15392742.9,14128136.24,13584140.88,12183268.93,14249966.22,12207532.97,24366944.06,22049675.95,21664387.29,20650677.21,16025471.6,23054648.29,22046144.51,22582353.83,22163334.71,21937192.96,20049799.5,22185238.99,20808778.42,19260192.9,17629749.17,18471264.74,16587790.99,20348177.35,19367051.86,21188658.73,20646406.28,20667921.98,19632218.89,16151268.76,19091508.46,18025324.03,20660462.66,17482462.97,16764529.39,20572074.47,25482082.73,22297330.34,24767643.1,22729004.6,20037917.43,21461909.44,19707315.66,20940795.81,27791716.64,33509182.69,27738372.43,32144435.2,46706519.96,48721936.38,43170860.09,47207463.24,14862857.95,13713217.79,14152777.34,12604658.04,26491079.06,29858477.79,26554838.64,28889114.93,29520352.83,31784018.22,27725425.97,28414871.16,42218479.35,37738338.67,43921851.37,39786145.09,27854843.03,26250093.46,27390344.41,25539348.7,22761109.81,20582299.67,20182740.62,21616768.25,25334851.19,24370386.64,26898183.24,28365930.48,26098366.4,26880960.55
"(2R,3R)-2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-chromen-3-yl hydrogen sulfate",21070621.02,18540578.39,20237889.96,18316225.45,27237858.5,23775463.81,28455449.38,23406012.93,22774123.49,20322941.88,23222725.26,21275828.33,12870320.94,14038088.75,14156443.41,14517335.56,14395442.65,17134529.86,14598635.88,15286235.18,15220843.75,16781752.97,13946065.9,17271292.94,18474219.75,13946620.81,14682116.7,12889723.57,14943196.12,21688941.04,24019756.88,22847430.65,22781589.64,15339796.32,17027903.55,15522038.91,17205749.42,10691138.93,11138714.99,9166324.105,10075459.88,15178735.55,33451976.62,42025457.87,35127765.27,39785281.19,27603815.27,30354726.87,31622242.1,27876892.3,23184098.21,27331972.16,22965853.29,26286374.84,33267200.91,27823575.59,32525938.37,25160304.63,40025603.84,38302293.15,42797312.68,37067047.32,39342257.8,30600237.47,38469343.11,34283803.68,18140036.67,21283166.46,19002655.9,21562756.16,23572421.16,20412300.55,25640144.79,20791748.44,18262481.45,16447269.51,19117479.58,16443927.21,43140113.55,47251475.36,35601585.46,45946721.6,14853133.71,17680170.85,14535403.72,16997427.43,15157838.5,16376992.38,14361754.23,16536904.61,24941097.98,23932748.57,26829750.55,28134612.39,28828380.76,25383679.12
"L-Galactono-1,4-lactone",10135557.18,11094643.27,11029441.16,9495695.047,17399943.22,16889058.03,16523894.62,17517047.96,26002624.87,26333735.54,26131296.72,26402113.39,18765885.13,17813160.83,18558960.98,16560981.17,14714818.22,14829532.5,15840199.48,16248907.61,19240608.58,20332414.02,19428547.28,18562437.76,20955567.07,19174495.49,17574520.76,18355471.24,17342842.22,20990366.33,21585913.88,20777806.19,19922460.43,26019487.7,23807141.39,24540597.36,25535607.94,13294978.96,12666586.26,14288512.41,13835019.7,19236504.95,21943180.09,20552078.68,22663986.35,20917159.33,27276339.69,26672435.92,24823366.34,27707660.62,6225095.137,6440841.773,5489430.92,6772808.379,25051661.67,25348243.26,24126781.88,31400312.24,15749190.1,16877649.06,15582668.38,16029671.04,11894440.39,12475004.14,11263719.85,11931785.96,43435797.48,40974828.41,44667642.89,42527334.57,15109813.96,15242267.38,15869627.02,15226001.68,8734744.872,8283448.29,8254985.253,9169786.624,6921311.708,7532002.414,7329388.699,8331597.812,13675350.6,13256779.8,11815515.71,13549348.72,12827172.59,13345498.78,12724157.6,13209649.59,21705775.21,15543310.88,16114398.24,15397495.36,18232550.41,18870394.59
g-Butyrobetaine,43423030.47,41626685.65,42243690.93,40661045.98,19452763.59,19601782.99,17724237.32,19426253.31,33062307.42,31349810.53,32243975.08,32058749.78,25978035.7,25360832.43,24995941.94,23945188.86,29941724.71,29876975.06,30418846.3,30174649.41,21522840.57,23014133.28,22964274.41,21986376.35,28342280.81,22382266.67,21888388.98,22202577.42,22308935.3,19700340.14,18987799.25,18869385.36,18924306.72,18693852.61,18340172.5,18488577.55,18351577.56,15973367.79,16887705.42,15791976.29,16928435.63,19167379.01,21687873.22,21476377.02,22589149.71,22284164.99,23721638.8,25396559.3,24697644.42,24027803.98,30309700.31,30417198.45,30498747.4,30494507.79,25542881.85,26319838.87,25633651.84,25999852.61,23252685.47,23963600.99,23585257.78,23145577.71,19840944.22,20853395.96,20856572.13,20039108.01,27615129.67,28853880.68,26952832.58,26866028.36,39339142.36,38305151.87,38753404.27,37973371.43,37294888.53,35190725.22,37942384.39,35922056.11,40677627.07,39766422.32,39033767.36,38975617.8,43833657.75,44439632.21,44104982.94,43881053.27,32581458.66,32699160.83,32314511.95,32204149.44,39097495.95,29682620.37,30568697.34,30480719.29,31727560.55,30629322.11
5-Acetamidovalerate,22179306.53,24344680.59,23046206.17,23481115.92,13523391.75,15090628.27,14754042.4,15949913.01,11686442.2,13338899.91,11437753.14,13113345.46,14924596.7,13191564.03,15622518.41,13459145.61,17504957.91,15530668.99,17594039.43,17736348.86,10936809.57,10160921.55,11115815.23,10446885.55,12714853.13,10556869.72,8602470.259,9916072.445,8852084.888,10098063.57,8905787.752,10073457.01,8629353.553,14663104.69,14865376.02,15347287.27,14683823.81,13571768.76,12910258.19,13502176.96,12060298.38,12180431.15,40566774.34,37228877.26,41305575.36,36879185.68,21667155.71,16793510.9,16842767.72,20094232.18,22751780.94,21486487.3,22635822.46,20987933.17,27340351.87,30209086.09,29064297.79,39079370.28,11918046.94,13727184.19,10273988.11,13208192.37,7676837.481,8133644.778,7199444.308,9729162.235,28442078.32,29855791.41,29429796.83,28798643.95,30894098.0,31977604.26,31207560.76,31443106.0,23552104.98,23143267.62,23268148.1,24914165.41,20399434.96,19149139.93,20810198.67,19301470.53,20046012.94,18315657.42,19046347.33,18488518.05,15401280.09,14203871.55,15129224.2,14872583.4,21740734.75,17771651.71,19415007.54,19826729.01,19072079.05,20575453.53
N6-Acetyl-L-lysine,17902045.69,16469410.48,17455867.3,17351246.26,21650214.88,19088284.56,21190525.3,18954932.66,21227768.96,18162628.4,22857616.45,19980183.25,12568265.45,12712920.04,12415155.21,13959050.87,7611860.582,7779215.197,7838492.338,8048403.926,18021697.22,20510208.0,17030407.05,19083879.27,16031410.12,20183946.17,23062296.19,22172321.01,23668460.97,22783238.3,24089326.49,21738971.75,24701450.27,18963509.35,21593515.71,18496383.7,22671887.65,8884485.855,9419974.313,8519857.3,9209253.903,18419286.73,27572236.71,31680207.47,28054292.06,31938777.83,32599648.54,37716033.1,36843029.52,32060905.91,13879712.58,14126410.19,16150374.69,14116143.82,23720160.59,20553489.86,23474426.44,21223455.23,31499713.51,27407442.93,30499769.33,26497589.04,40268962.5,33535320.02,40415844.82,33673819.69,7823933.532,8644524.26,7454679.893,8399760.555,5335398.985,5166956.832,6003896.898,5158010.152,5877583.0,4897809.006,5863535.393,5433307.161,16464288.41,18110563.01,16274734.18,17223582.8,21904739.77,20062752.94,23208757.55,19716593.06,21571756.81,23120494.2,20483887.37,22290966.39,19010882.8,18629268.93,20767257.58,19884184.0,20408315.73,18107299.73
NP-019722,32286988.18,31814034.62,31108654.22,32039425.75,25883181.18,27257824.3,26739852.0,26760421.77,19009779.89,20610393.38,19858139.9,20837505.38,21283324.64,20640681.62,21211763.17,21521280.44,22216444.58,22334535.44,22390352.84,23101598.39,21193003.98,20819324.41,20904695.84,20205885.18,20672253.86,16105983.88,15231240.67,16493243.04,15696688.32,16666174.85,15608825.24,16748608.58,16988232.34,17845468.62,19081029.56,18293851.41,18352990.88,14611371.03,14177529.0,14203865.68,13224165.91,16394391.91,32779172.42,33725334.09,31963133.37,33651128.1,37132206.28,39993967.86,37980830.77,35846001.84,23719757.27,24765062.12,22569532.25,24298265.72,33742921.5,34722518.16,34281616.93,31092364.37,32748335.55,32224437.43,30642328.75,30844211.79,33436038.25,32104307.65,32102030.7,31169522.65,30796380.55,30455210.13,30697351.76,30412919.06,32584452.24,32229363.32,32407006.25,29759518.62,31849167.43,31533821.5,32485514.46,31806239.8,29060230.51,28831512.83,28423243.6,25954321.66,29954793.16,29005743.71,28378338.34,28989508.93,25920715.42,26303951.79,26101939.46,26283375.82,28585689.42,26929091.83,29724712.32,28566789.0,28224054.34,27007006.78
Pimelate,21846761.22,26330214.88,22727249.18,26529033.26,22579676.37,26843734.02,22404713.46,26436134.34,28568713.55,31673827.07,26532329.16,32013142.21,28915261.17,25011532.09,30277676.4,25153083.33,36061964.46,29778390.89,36118221.86,15750636.33,27467694.46,23501613.78,27795779.14,22856169.4,25775105.53,24453177.98,20156477.58,24156730.47,19675700.45,27363699.03,22970435.54,27953670.46,24341103.23,26161824.7,22290479.62,27443764.2,23284344.35,27357438.44,25045357.47,27454287.09,23279896.89,27948631.41,27461460.07,23240506.32,27605411.22,22037823.67,23097991.89,21618124.76,22158362.97,25562022.8,32669471.57,27896319.99,31686180.57,28752062.76,20922169.8,23934350.94,20263731.24,33224932.04,25263568.12,28732998.8,25019743.26,27608548.13,20978999.62,23267330.89,20126933.84,22369567.31,27429612.8,22096033.69,25899638.98,22084080.14,31287041.02,33098387.23,30526578.02,37344214.79,25874443.68,33296766.41,27812797.75,32161629.04,29001822.58,25077116.26,28804142.61,23949476.58,36632538.28,32998367.68,38642812.34,32003583.06,34860703.99,30377789.35,34394779.38,27642205.48,25049257.7,22750417.06,26349948.08,28037757.8,28939773.5,36672081.78
Diethyl 2-hydroxypentanedioate,26503645.73,29934654.62,28555227.93,27413826.66,19156169.23,19092547.3,19541134.91,20051077.74,30061966.09,33040544.05,30253033.29,33275370.89,20602409.12,19881918.16,21218888.35,20431495.26,27952777.66,26771098.1,29659641.85,28504590.75,25145705.05,24531660.17,25851780.5,24041417.64,26577130.99,11573745.99,10988310.03,12304316.08,11349197.57,14795819.11,13487530.96,13868623.46,13990570.22,15665103.56,14513853.18,14459405.4,14664767.29,11272185.73,11101418.55,10721923.32,10657619.28,13186509.17,24649938.71,25048573.42,25148715.11,23460579.16,34236441.38,34330353.3,33225293.84,34433788.74,24342546.26,23566135.29,24252552.41,21992097.83,28063231.14,29531553.32,28592876.37,31315635.51,18116234.99,17679884.09,17349516.12,18792157.13,16811497.17,15876661.91,14959668.76,15692828.73,37454223.72,36415307.8,37175700.11,35557593.64,28127593.46,28715592.55,28504081.88,27185843.14,22725022.45,23159208.2,21586163.38,22305895.54,16447709.87,17247326.56,16062184.36,15715440.31,35104254.99,32345167.34,33142797.46,31638029.01,21698334.82,20896492.73,21295610.97,21154576.03,29425415.82,21546661.29,22614292.08,22565086.25,25564776.45,25314074.33
NP-019636,13674590.44,18300843.37,14722562.63,15404631.17,15264660.68,16310032.86,14267931.37,16502352.6,13807817.78,17425935.33,14195216.61,15467724.86,14229031.76,12856965.82,13210649.26,11813083.46,9935784.434,10631661.65,11333421.67,11215522.2,13960068.17,11984968.18,14337470.71,12839445.77,13142572.04,21783289.63,22375419.33,24863134.86,22743992.67,20651762.06,19483252.58,21434829.89,19134669.9,27736099.41,24221649.68,26232035.22,25527423.72,23978455.99,21002962.36,21748457.78,19100862.31,23521168.44,15230168.41,11925856.42,13508262.02,12284939.16,15213400.49,14151463.68,15840529.39,15331219.62,13450369.02,14288358.51,15488629.56,15214346.63,10228965.5,11195758.05,10968850.24,11743901.51,18892639.35,20910779.46,18134859.57,22607230.65,17002121.11,17958027.35,16911095.71,16752985.7,23869825.38,20817301.05,24182565.72,19542739.24,24436380.01,25390078.86,23283240.67,29728834.83,18076333.94,24620422.7,20584279.73,21078471.11,36362716.25,33067969.32,37169368.67,34113064.28,21988715.12,23277761.98,22674410.15,21878234.82,20223956.81,20725180.02,22574148.9,19900281.69,18697840.16,17805663.81,20498412.42,21535096.98,21892339.61,25331900.66
ethyl 2-benzylbutyrate,16702840.95,17310820.69,16861983.11,16474931.88,19421054.14,20526900.12,19717383.22,19702404.52,28153449.02,29251950.56,27752747.48,29644388.08,31221385.66,31272983.72,32350097.25,30552285.1,22642836.68,23813818.5,23628478.78,23605985.42,24850907.07,25532800.01,24485093.17,24866417.06,28376582.36,23170946.85,22598098.38,22441836.93,21447323.21,30734721.02,30839230.38,30304612.39,30776383.85,23828948.89,22846318.89,23238862.47,23606292.8,18995228.01,18780467.51,18313190.5,18217091.35,23244614.83,28047006.14,27517255.74,29176208.72,27987174.44,36575990.13,35107584.18,34955661.91,36333978.95,12937325.52,12780068.99,13149262.94,13165223.13,28548304.35,29202288.03,27132884.39,29135772.49,23633016.66,24403639.94,24409445.1,24785509.77,20075351.58,19388568.15,19234454.28,19568859.86,22916612.29,21737567.02,22819157.2,21785830.24,27881687.49,29262577.49,27180392.48,27707352.3,25514272.06,26368451.67,24839434.27,25154520.34,23880605.25,24337952.12,24485383.02,24786689.36,28261967.87,26894433.37,29336198.28,28135804.78,31847019.91,31615657.7,31597336.9,31327585.63,25945382.92,22221292.17,24819550.15,25917350.04,25736769.34,27170008.54
